Rk,year,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
278,2024-2025,Ella Toone,eng ENG,"MF,FW",Manchester Utd,24,1999,15.2,5,36,11,30.6,2.37,0.72,0.14,0.45,18.5,0,0,0,3.8,3.8,0.11,1.2,1.2,Matches
279,2024-2025,Karla Torres,co COL,FW,Leicester City,17,2006,0.4,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
280,2024-2025,Phallon Tullis-Joyce,us USA,GK,Manchester Utd,27,1996,22,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
281,2024-2025,Amy Turner,eng ENG,DF,Tottenham,33,1991,0.5,0,1,0,0,2,0,0,Unknown,14.8,0,0,0,0,0,0.02,0,0,Matches
282,2024-2025,Danielle Turner,eng ENG,DF,Aston Villa,32,1991,13.4,0,3,0,0,0.22,0,0,Unknown,9.5,0,0,0,0.1,0.1,0.05,'-0.1,'-0.1,Matches
283,2024-2025,Millie Turner,eng ENG,DF,Manchester Utd,28,1996,21,0,8,2,25,0.38,0.1,0,0,23,0,0,0,0.5,0.5,0.06,'-0.5,'-0.5,Matches
284,2024-2025,Amber Tysiak,be BEL,DF,West Ham,24,2000,19.2,2,10,4,40,0.52,0.21,0.2,0.5,9.1,0,0,0,1.6,1.6,0.16,0.4,0.4,Matches
285,2024-2025,Riko Ueki,jp JPN,"FW,MF",West Ham,25,1999,21,4,49,19,38.8,2.34,0.91,0.08,0.21,16.1,0,0,0,5.1,5.1,0.1,'-1.1,'-1.1,Matches
286,2024-2025,Ashleigh Van Weerden,nl NED,"FW,MF",Crystal Palace,25,1999,14.1,3,21,10,47.6,1.49,0.71,0.14,0.3,18.3,0,0,0,1.9,1.9,0.09,1.1,1.1,Matches
287,2024-2025,Justine Vanhaevermaet,be BEL,"DF,MF",Everton,32,1992,18.3,1,11,3,27.3,0.6,0.16,0.09,0.33,9.1,0,0,0,1.3,1.3,0.12,'-0.3,'-0.3,Matches
288,2024-2025,Katrine Veje,dk DEN,DF,Crystal Palace,33,1991,13.4,0,4,1,25,0.3,0.07,0,0,25.8,0,0,0,0.1,0.1,0.04,'-0.1,'-0.1,Matches
289,2024-2025,Bruna Vilamala,es ESP,"MF,FW",Brighton,22,2002,6.2,1,10,3,30,1.61,0.48,0.1,0.33,19,0,0,0,0.8,0.8,0.08,0.2,0.2,Matches
290,2024-2025,Matilda Vinberg,se SWE,"FW,MF",Tottenham,21,2003,8.4,0,13,3,23.1,1.54,0.36,0,0,19.1,0,0,0,0.9,0.9,0.07,'-0.9,'-0.9,Matches
291,2024-2025,Keira Walsh,eng ENG,MF,Chelsea,27,1997,4.1,0,1,0,0,0.25,0,0,Unknown,21.1,0,0,0,0.1,0.1,0.07,'-0.1,'-0.1,Matches
292,2024-2025,Lia Wälti,ch SUI,MF,Arsenal,31,1993,11.1,0,10,3,30,0.9,0.27,0,0,21.9,0,0,0,0.5,0.5,0.05,'-0.5,'-0.5,Matches
293,2024-2025,Emma Watson,sct SCO,FW,Manchester Utd,18,2006,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
294,2024-2025,Emma Watson,sct SCO,"FW,MF",Everton,18,2006,1.5,0,1,0,0,0.67,0,0,Unknown,25.6,0,0,0,0,0,0.04,0,0,Matches
295,2024-2025,Clare Wheeler,au AUS,MF,Everton,26,1998,17.5,0,8,2,25,0.46,0.11,0,0,21,0,0,0,0.3,0.3,0.03,'-0.3,'-0.3,Matches
296,2024-2025,Laura Wienroither,at AUT,DF,Arsenal,25,1999,0.2,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
297,2024-2025,Laura Wienroither,at AUT,DF,Manchester City,25,1999,2.4,0,2,0,0,0.84,0,0,Unknown,11.9,0,0,0,0.2,0.2,0.08,'-0.2,'-0.2,Matches
298,2024-2025,Rachel Williams,eng ENG,"FW,MF",Manchester Utd,36,1988,2.5,0,3,1,33.3,1.18,0.39,0,0,10.6,0,0,0,0.2,0.2,0.05,'-0.2,'-0.2,Matches
299,2024-2025,Leah Williamson,eng ENG,DF,Arsenal,27,1997,17.6,2,22,7,31.8,1.25,0.4,0.09,0.29,9.3,0,0,0,2.6,2.6,0.12,'-0.6,'-0.6,Matches
300,2024-2025,Lily Woodham,wls WAL,DF,Crystal Palace,23,2000,18.3,0,5,2,40,0.27,0.11,0,0,20.8,0,0,0,0.2,0.2,0.05,'-0.2,'-0.2,Matches
301,2024-2025,Lotte Wubben-Moy,eng ENG,DF,Arsenal,25,1999,5.8,1,7,1,14.3,1.2,0.17,0.14,1,11.4,0,0,0,0.4,0.4,0.06,0.6,0.6,Matches
302,2024-2025,Ayaka Yamashita,jp JPN,GK,Manchester City,28,1995,10,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
303,2024-2025,Shae Yanez,us USA,GK,Crystal Palace,27,1997,19,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
304,2024-2025,Shelina Zadorsky,ca CAN,DF,West Ham,31,1992,18.4,0,7,2,28.6,0.38,0.11,0,0,13.3,0,0,0,0.4,0.4,0.06,'-0.4,'-0.4,Matches
305,2024-2025,Manuela Zinsberger,at AUT,GK,Arsenal,28,1995,7,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
1,2023-2024,Princess Ademiluyi,eng ENG,"MF,FW",West Ham,17,2006,1,0,1,1,100,1.03,1.03,0,0,27.9,0,0,0,0,0,0.03,0,0,Matches
2,2023-2024,Michelle Agyemang,eng ENG,FW,Arsenal,17,2006,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
3,2023-2024,Alyssa Aherne,eng ENG,MF,Everton,19,2004,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
4,2023-2024,Olga Ahtinen,fi FIN,MF,Tottenham,Unknown,Unknown,10.3,1,9,5,55.6,0.88,0.49,0.11,0.2,25.3,0,0,0,0.4,0.4,0.04,0.6,0.6,Matches
5,2023-2024,Asmita Ale,eng ENG,DF,Leicester City,21,2001,3.3,0,1,0,0,0.3,0,0,Unknown,5.9,0,0,0,0.2,0.2,0.19,'-0.2,'-0.2,Matches
6,2023-2024,Asmita Ale,eng ENG,"MF,DF",Tottenham,21,2001,1.5,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
7,2023-2024,Laia Aleixandri,es ESP,DF,Manchester City,22,2000,20.1,1,14,4,28.6,0.7,0.2,0.07,0.25,12.5,0,0,0,1.1,0.9,0.06,'-0.1,0.1,Matches
8,2023-2024,Filippa Angeldahl,se SWE,MF,Manchester City,26,1997,7.4,0,14,7,50,1.89,0.95,0,0,19,0,0,0,1.3,1.3,0.09,'-1.3,'-1.3,Matches
9,2023-2024,Mackenzie Arnold,au AUS,GK,West Ham,29,1994,19,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
10,2023-2024,Brooke Aspin,eng ENG,DF,Bristol City,18,2005,15.2,2,10,3,30,0.66,0.2,0.2,0.67,10,0,0,0,0.7,0.7,0.07,1.3,1.3,Matches
11,2023-2024,Viviane Asseyi,fr FRA,"FW,MF",West Ham,29,1993,21.1,6,62,13,21,2.93,0.62,0.05,0.23,18.8,5,3,3,8.3,5.9,0.1,'-2.3,'-2.9,Matches
12,2023-2024,Izzy Atkinson,ie IRL,"MF,FW",West Ham,22,2001,1.9,0,5,2,40,2.62,1.05,0,0,13.6,0,0,0,0.3,0.3,0.06,'-0.3,'-0.3,Matches
13,2023-2024,Rosella Ayane,ma MAR,"FW,MF",Tottenham,27,1996,2.3,0,5,0,0,2.13,0,0,Unknown,16,0,0,0,0.6,0.6,0.11,'-0.6,'-0.6,Matches
14,2023-2024,Sophie Baggaley,eng ENG,GK,Brighton,26,1996,19,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
15,2023-2024,Ava Baker,eng ENG,"MF,FW",Leicester City,17,2006,1.1,0,2,1,50,1.82,0.91,0,0,10.7,0,0,0,0.4,0.4,0.19,'-0.4,'-0.4,Matches
16,2023-2024,Molly Bartrip,eng ENG,DF,Tottenham,27,1996,16.6,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
17,2023-2024,Jennifer Beattie,sct SCO,DF,Arsenal,32,1991,1.9,0,1,0,0,0.52,0,0,Unknown,11.2,0,0,0,0.1,0.1,0.12,'-0.1,'-0.1,Matches
18,2023-2024,Agnes Beever-Jones,eng ENG,"FW,MF",Chelsea,20,2003,7.7,11,40,22,55,5.22,2.87,0.28,0.5,12.2,0,0,0,6.4,6.4,0.16,4.6,4.6,Matches
19,2023-2024,Hanna Bennison,se SWE,MF,Everton,20,2002,14.8,1,13,5,38.5,0.88,0.34,0.08,0.2,24.2,0,0,0,0.5,0.5,0.04,0.5,0.5,Matches
20,2023-2024,Francesca Bentley,eng ENG,GK,Bristol City,22,2001,5,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
21,2023-2024,Ann-Katrin Berger,de GER,GK,Chelsea,32,1990,5,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
22,2023-2024,Marika Bergman-Lundin,se SWE,MF,West Ham,24,1999,1.5,0,2,0,0,1.3,0,0,Unknown,13.8,0,0,0,0.1,0.1,0.05,'-0.1,'-0.1,Matches
23,2023-2024,Guro Bergsvand,no NOR,DF,Brighton,29,1994,22,1,6,2,33.3,0.27,0.09,0.17,0.5,9,0,0,0,0.8,0.8,0.13,0.2,0.2,Matches
24,2023-2024,Emma Bissell,eng ENG,"FW,MF",Everton,21,2001,9.7,1,9,3,33.3,0.93,0.31,0.11,0.33,16.9,0,0,0,1.1,1.1,0.12,'-0.1,'-0.1,Matches
25,2023-2024,Nathalie Björn,se SWE,DF,Chelsea,26,1997,8.2,1,5,3,60,0.61,0.37,0.2,0.33,11.2,0,0,0,0.3,0.3,0.06,0.7,0.7,Matches
Rk,2023-2024,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
26,2023-2024,Nathalie Björn,se SWE,DF,Everton,26,1997,6.2,1,2,0,0,0.32,0,0,Unknown,23.1,0,1,1,1,0.2,0.1,0,'-0.2,Matches
27,2023-2024,Stina Blackstenius,se SWE,"FW,MF",Arsenal,27,1996,7.5,7,41,14,34.1,5.49,1.87,0.17,0.5,11,0,0,0,8.3,8.3,0.2,'-1.3,'-1.3,Matches
28,2023-2024,Julie Blakstad,no NOR,"DF,MF",Manchester City,21,2001,1.2,0,1,0,0,0.8,0,0,Unknown,11.7,0,0,0,0.2,0.2,0.16,'-0.2,'-0.2,Matches
29,2023-2024,Laura Blindkilde,eng ENG,MF,Aston Villa,19,2003,7,0,3,0,0,0.43,0,0,Unknown,17.5,0,0,0,0.1,0.1,0.05,'-0.1,'-0.1,Matches
30,2023-2024,Laura Blindkilde,eng ENG,MF,Manchester City,19,2003,1.8,1,8,3,37.5,4.36,1.64,0.13,0.33,13,0,0,0,1.7,1.7,0.21,'-0.7,'-0.7,Matches
31,2023-2024,Hannah Blundell,eng ENG,DF,Manchester Utd,29,1994,20.8,1,12,5,41.7,0.58,0.24,0.08,0.2,19.5,0,0,0,0.5,0.5,0.04,0.5,0.5,Matches
32,2023-2024,Missy Bo Kearns,eng ENG,"MF,FW",Liverpool,22,2001,10.2,1,23,8,34.8,2.26,0.79,0.04,0.13,16.7,2,0,0,1.8,1.8,0.08,'-0.8,'-0.8,Matches
33,2023-2024,Gemma Bonner,eng ENG,DF,Liverpool,32,1991,18,2,16,3,18.8,0.89,0.17,0.13,0.67,11.7,0,0,0,1,1,0.06,1,1,Matches
34,2023-2024,CJ Bott,nz NZL,DF,Leicester City,28,1995,14.6,0,4,2,50,0.27,0.14,0,0,14.2,0,0,0,0.2,0.2,0.05,'-0.2,'-0.2,Matches
35,2023-2024,Ellie Brazil,eng ENG,"FW,MF",Tottenham,24,1999,0.4,0,2,0,0,5.14,0,0,Unknown,8.8,0,0,0,0.1,0.1,0.04,'-0.1,'-0.1,Matches
36,2023-2024,Pauline Bremer,de GER,"FW,MF",Brighton,27,1996,13.3,2,15,7,46.7,1.12,0.52,0.13,0.29,12.5,0,0,0,1.5,1.5,0.1,0.5,0.5,Matches
37,2023-2024,Millie Bright,eng ENG,DF,Chelsea,29,1993,9.6,1,12,3,25,1.25,0.31,0.08,0.33,9.6,0,0,0,1.5,1.5,0.12,'-0.5,'-0.5,Matches
38,2023-2024,Courtney Brosnan,ie IRL,GK,Everton,27,1995,20,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
39,2023-2024,Kadeisha Buchanan,ca CAN,DF,Chelsea,27,1995,5,1,2,1,50,0.4,0.2,0.5,1,11.6,0,0,0,0.2,0.2,0.12,0.8,0.8,Matches
40,2023-2024,Luana Bühler,ch SUI,DF,Tottenham,27,1996,14.1,0,4,2,50,0.28,0.14,0,0,9.3,0,0,0,0.3,0.3,0.08,'-0.3,'-0.3,Matches
41,2023-2024,Jasmine Bull,eng ENG,"DF,MF",Bristol City,20,2002,3.7,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
42,2023-2024,Hannah Cain,wls WAL,"FW,MF",Leicester City,24,1999,5,0,3,1,33.3,0.6,0.2,0,0,22,0,0,0,0.1,0.1,0.05,'-0.1,'-0.1,Matches
43,2023-2024,Megan Campbell,ie IRL,"MF,DF",Everton,30,1993,0.9,0,1,0,0,1.13,0,0,Unknown,21.8,0,0,0,0,0,0.03,0,0,Matches
44,2023-2024,Jelena Čanković,rs SRB,"MF,FW",Chelsea,27,1995,3.7,0,7,2,28.6,1.89,0.54,0,0,17.5,0,0,0,0.6,0.6,0.09,'-0.6,'-0.6,Matches
45,2023-2024,Jorelyn Carabalí,co COL,DF,Brighton,26,1997,10.8,0,7,2,28.6,0.65,0.18,0,0,16.1,1,0,0,0.5,0.5,0.06,'-0.5,'-0.5,Matches
46,2023-2024,Jess Carter,eng ENG,DF,Chelsea,25,1997,19.1,0,4,0,0,0.21,0,0,Unknown,8,0,0,0,0.5,0.5,0.11,'-0.5,'-0.5,Matches
47,2023-2024,Kerstin Casparij,nl NED,DF,Manchester City,22,2000,11.7,0,3,1,33.3,0.26,0.09,0,0,15.1,0,0,0,0.2,0.2,0.06,'-0.2,'-0.2,Matches
48,2023-2024,Deyna Castellanos,ve VEN,"MF,FW",Manchester City,24,1999,1.6,0,5,2,40,3.17,1.27,0,0,18.9,0,0,0,0.3,0.3,0.06,'-0.3,'-0.3,Matches
49,2023-2024,Steph Catley,au AUS,DF,Arsenal,29,1994,17.1,1,19,4,21.1,1.11,0.23,0.05,0.25,15.6,2,0,0,1,1,0.05,0,0,Matches
50,2023-2024,Janice Cayman,be BEL,"DF,MF",Leicester City,34,1988,19.2,4,25,8,32,1.3,0.42,0.16,0.5,17.7,0,0,0,2.2,2.2,0.09,1.8,1.8,Matches
51,2023-2024,Niamh Charles,eng ENG,"DF,MF",Chelsea,24,1999,21,2,23,6,26.1,1.1,0.29,0.09,0.33,11.1,0,0,0,1.9,1.9,0.08,0.1,0.1,Matches
52,2023-2024,Hawa Cissoko,fr FRA,DF,West Ham,26,1997,18,1,3,2,66.7,0.17,0.11,0.33,0.5,11.2,0,0,0,0.5,0.5,0.18,0.5,0.5,Matches
53,2023-2024,Jenna Clark,sct SCO,DF,Liverpool,21,2001,18.4,1,8,3,37.5,0.43,0.16,0.13,0.33,10.1,0,0,0,1.1,1.1,0.14,'-0.1,'-0.1,Matches
54,2023-2024,Olivia Clark,wls WAL,GK,Bristol City,21,2001,6.5,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
55,2023-2024,Grace Clinton,eng ENG,"MF,FW",Tottenham,20,2003,18.1,4,40,19,47.5,2.21,1.05,0.1,0.21,21,0,0,0,2.3,2.3,0.06,1.7,1.7,Matches
56,2023-2024,Laia Codina,es ESP,DF,Arsenal,23,2000,5,0,3,0,0,0.6,0,0,Unknown,9.1,0,0,0,0.3,0.3,0.1,'-0.3,'-0.3,Matches
57,2023-2024,Megan Connolly,ie IRL,"DF,MF",Bristol City,26,1997,21.4,1,3,1,33.3,0.14,0.05,0.33,1,23.2,2,0,0,0.2,0.2,0.08,0.8,0.8,Matches
58,2023-2024,Shannon Cooke,eng ENG,DF,West Ham,23,2000,9.2,1,7,1,14.3,0.76,0.11,0.14,1,22.5,0,0,0,0.4,0.4,0.06,0.6,0.6,Matches
59,2023-2024,Laura Coombs,eng ENG,MF,Manchester City,32,1991,11.4,3,31,10,32.3,2.71,0.87,0.1,0.3,16.8,0,0,0,3.3,3.3,0.11,'-0.3,'-0.3,Matches
60,2023-2024,Kyra Cooney-Cross,au AUS,MF,Arsenal,21,2002,6.1,0,5,2,40,0.82,0.33,0,0,20,0,0,0,0.2,0.2,0.05,'-0.2,'-0.2,Matches
61,2023-2024,Rachel Corsie,sct SCO,"DF,MF",Aston Villa,33,1989,16.5,0,12,3,25,0.73,0.18,0,0,10.1,0,0,0,1.4,1.4,0.11,'-1.4,'-1.4,Matches
62,2023-2024,Erin Cuthbert,sct SCO,MF,Chelsea,25,1998,16.4,4,42,10,23.8,2.56,0.61,0.1,0.4,20.9,3,0,0,3.1,3.1,0.07,0.9,0.9,Matches
63,2023-2024,Sabrina D'Angelo,ca CAN,GK,Arsenal,30,1993,4,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
64,2023-2024,Eleanor Dale,eng ENG,"FW,MF",Everton,21,2002,0.8,0,2,1,50,2.43,1.22,0,0,14,0,0,0,0.2,0.2,0.09,'-0.2,'-0.2,Matches
65,2023-2024,Kenza Dali,fr FRA,"MF,FW",Aston Villa,32,1991,15.8,1,25,13,52,1.58,0.82,0.04,0.08,22.9,3,0,0,1.2,1.2,0.05,'-0.2,'-0.2,Matches
66,2023-2024,Rachel Daly,eng ENG,FW,Aston Villa,31,1991,20,8,62,22,35.5,3.1,1.1,0.1,0.27,16.4,0,2,2,7.8,6.2,0.1,0.2,'-0.2,Matches
67,2023-2024,Yana Daniels,be BEL,"FW,DF",Liverpool,31,1992,3.5,0,3,1,33.3,0.87,0.29,0,0,14.6,0,0,0,0.3,0.3,0.09,'-0.3,'-0.3,Matches
68,2023-2024,Lily Dent,eng ENG,"MF,FW",Brighton,16,2006,0.2,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
69,2023-2024,Anouk Denton,eng ENG,"DF,MF",West Ham,20,2003,11.6,0,3,2,66.7,0.26,0.17,0,0,20.3,0,0,0,0.2,0.2,0.05,'-0.2,'-0.2,Matches
70,2023-2024,Daphne van Domselaar,nl NED,GK,Aston Villa,23,2000,14,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
71,2023-2024,Denny Draper,eng ENG,"FW,MF",Leicester City,16,2007,0.2,1,2,1,50,8.57,4.29,0.5,1,13,0,0,0,0.4,0.4,0.19,0.6,0.6,Matches
72,2023-2024,Toni Duggan,eng ENG,FW,Everton,32,1991,2.3,0,4,0,0,1.72,0,0,Unknown,17,0,0,0,0.2,0.2,0.05,'-0.2,'-0.2,Matches
73,2023-2024,Mary Earps,eng ENG,GK,Manchester Utd,30,1993,22,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
74,2023-2024,Mia Enderby,eng ENG,FW,Liverpool,18,2005,6.2,0,12,5,41.7,1.94,0.81,0,0,16.6,0,0,0,1,1,0.08,'-1,'-1,Matches
75,2023-2024,Bethany England,eng ENG,FW,Tottenham,29,1994,11.2,5,32,17,53.1,2.85,1.51,0.16,0.29,13.4,0,0,0,5,5,0.15,0,0,Matches
76,2023-2024,Gemma Evans,wls WAL,DF,Manchester Utd,26,1996,4.9,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
77,2023-2024,Lisa Evans,sct SCO,"FW,MF",Bristol City,31,1992,3.8,0,1,0,0,0.26,0,0,Unknown,9,0,0,0,0.2,0.2,0.18,'-0.2,'-0.2,Matches
78,2023-2024,Lisa Evans,sct SCO,"MF,DF",West Ham,31,1992,8,1,6,3,50,0.75,0.38,0.17,0.33,22.7,1,0,0,0.2,0.2,0.04,0.8,0.8,Matches
79,2023-2024,Nicky Evrard,be BEL,GK,Brighton,28,1995,1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
80,2023-2024,Niamh Fahey,ie IRL,DF,Liverpool,35,1987,5.8,0,3,0,0,0.52,0,0,Unknown,8.8,0,0,0,0.2,0.2,0.08,'-0.2,'-0.2,Matches
81,2023-2024,Melisa Filis,eng ENG,MF,West Ham,21,2002,3.8,0,3,1,33.3,0.78,0.26,0,0,21.1,0,0,0,0.2,0.2,0.06,'-0.2,'-0.2,Matches
82,2023-2024,Megan Finnigan,eng ENG,DF,Everton,25,1998,21,3,9,5,55.6,0.43,0.24,0.33,0.6,10.3,0,0,0,0.8,0.8,0.08,2.2,2.2,Matches
83,2023-2024,Mia Fishel,us USA,FW,Chelsea,22,2001,3.8,1,14,5,35.7,3.7,1.32,0.07,0.2,10.7,0,0,0,1.4,1.4,0.1,'-0.4,'-0.4,Matches
84,2023-2024,Grace Fisk,eng ENG,DF,Liverpool,25,1998,21.5,1,10,2,20,0.47,0.09,0.1,0.5,11.3,0,0,0,0.5,0.5,0.05,0.5,0.5,Matches
85,2023-2024,Keira Flannery,eng ENG,MF,West Ham,17,2005,0.2,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
86,2023-2024,Jessie Fleming,ca CAN,"MF,FW",Chelsea,25,1998,4.5,1,7,3,42.9,1.57,0.67,0.14,0.33,12.9,0,0,0,1.8,1.8,0.25,'-0.8,'-0.8,Matches
87,2023-2024,Natasha Flint,eng ENG,"FW,DF",Liverpool,26,1996,2.5,1,5,1,20,2.02,0.4,0.2,1,14.6,0,0,0,0.3,0.3,0.06,0.7,0.7,Matches
88,2023-2024,Caitlin Foord,au AUS,FW,Arsenal,28,1994,17.4,4,48,15,31.3,2.76,0.86,0.08,0.27,14.7,0,0,0,5.2,5.2,0.11,'-1.2,'-1.2,Matches
89,2023-2024,Mary Fowler,au AUS,"FW,MF",Manchester City,20,2003,13,4,25,10,40,1.92,0.77,0.16,0.4,16.7,0,0,0,2.5,2.5,0.1,1.5,1.5,Matches
90,2023-2024,Emily Fox,us USA,DF,Arsenal,25,1998,8.8,0,9,5,55.6,1.02,0.57,0,0,18.2,0,0,0,0.6,0.6,0.07,'-0.6,'-0.6,Matches
91,2023-2024,Rachel Furness,nir NIR,MF,Bristol City,35,1988,6.3,1,7,3,42.9,1.12,0.48,0.14,0.33,22.5,0,0,0,0.3,0.3,0.05,0.7,0.7,Matches
92,2023-2024,Aurora Galli,it ITA,"MF,DF",Everton,26,1996,17.3,3,13,2,15.4,0.75,0.12,0.15,1,25.7,1,1,1,1.5,0.7,0.06,1.5,1.3,Matches
93,2023-2024,Leah Galton,eng ENG,"FW,DF",Manchester Utd,29,1994,13.9,2,19,6,31.6,1.36,0.43,0.11,0.33,13.5,0,0,0,3.2,3.2,0.17,'-1.2,'-1.2,Matches
94,2023-2024,Lucía García,es ESP,FW,Manchester Utd,25,1998,13.7,3,40,14,35,2.91,1.02,0.08,0.21,16.3,0,0,0,4.3,4.3,0.11,'-1.3,'-1.3,Matches
95,2023-2024,Gabrielle George,eng ENG,DF,Manchester Utd,26,1997,2.1,0,1,0,0,0.48,0,0,Unknown,9.6,0,0,0,0.1,0.1,0.05,'-0.1,'-0.1,Matches
96,2023-2024,Lee Geum-min,kr KOR,"FW,MF",Brighton,29,1994,9.3,2,8,3,37.5,0.86,0.32,0.25,0.67,15.9,0,0,0,1.1,1.1,0.14,0.9,0.9,Matches
97,2023-2024,Geyse,br BRA,FW,Manchester Utd,25,1998,12.4,1,41,14,34.1,3.31,1.13,0.02,0.07,15.3,0,0,0,3.4,3.4,0.08,'-2.4,'-2.4,Matches
98,2023-2024,Missy Goodwin,eng ENG,"FW,MF",Leicester City,20,2003,7.8,1,13,4,30.8,1.67,0.51,0.08,0.25,13.6,0,0,0,0.9,0.9,0.07,0.1,0.1,Matches
99,2023-2024,Katrina Gorry,au AUS,MF,West Ham,30,1992,6,0,9,2,22.2,1.49,0.33,0,0,25.4,0,0,0,0.4,0.4,0.05,'-0.4,'-0.4,Matches
100,2023-2024,Kit Graham,eng ENG,"MF,FW",Tottenham,27,1995,6.9,0,14,2,14.3,2.03,0.29,0,0,25.2,0,0,0,0.4,0.4,0.03,'-0.4,'-0.4,Matches
101,2023-2024,Lucy Graham,sct SCO,"DF,MF",Everton,26,1996,9.9,0,13,3,23.1,1.31,0.3,0,0,16.7,0,0,0,1.3,1.3,0.1,'-1.3,'-1.3,Matches
102,2023-2024,Charlotte Grant,au AUS,DF,Tottenham,21,2001,5.3,0,4,0,0,0.75,0,0,Unknown,13.4,0,0,0,0.3,0.3,0.09,'-0.3,'-0.3,Matches
103,2023-2024,Josephine Green,wls WAL,DF,Leicester City,30,1993,10.7,0,1,0,0,0.09,0,0,Unknown,12.1,0,0,0,0,0,0.04,0,0,Matches
104,2023-2024,Alex Greenwood,eng ENG,DF,Manchester City,29,1993,19.4,1,17,6,35.3,0.88,0.31,0.06,0.17,16.4,5,0,0,1.4,1.4,0.09,'-0.4,'-0.4,Matches
105,2023-2024,Freya Gregory,eng ENG,"MF,DF",Aston Villa,20,2003,0.5,0,1,1,100,2.2,2.2,0,0,15.6,0,0,0,0.1,0.1,0.08,'-0.1,'-0.1,Matches
106,2023-2024,Irene Guerrero,es ESP,MF,Manchester Utd,26,1996,0.3,0,1,1,100,3.1,3.1,0,0,29.6,0,0,0,0,0,0.02,0,0,Matches
107,2023-2024,Benedicte Håland,no NOR,GK,Bristol City,25,1998,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
108,2023-2024,Madison Haley,us USA,"FW,MF",Brighton,24,1998,6.7,1,14,4,28.6,2.09,0.6,0.07,0.25,14.9,0,0,0,1.3,1.3,0.1,'-0.3,'-0.3,Matches
109,2023-2024,Maika Hamano,jp JPN,"FW,MF",Chelsea,19,2004,3.5,2,15,4,26.7,4.3,1.15,0.13,0.5,14.7,0,0,0,2.2,2.2,0.14,'-0.2,'-0.2,Matches
110,2023-2024,Hannah Hampton,eng ENG,GK,Chelsea,22,2000,10,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
111,2023-2024,Kirsty Hanson,sct SCO,FW,Aston Villa,25,1998,12.8,0,21,5,23.8,1.65,0.39,0,0,18.1,0,0,0,1.5,1.5,0.07,'-1.5,'-1.5,Matches
